precision,recall,f1-score,support
0.9938650306748467,0.9938650306748467,0.9938650306748467,163.0
0.994413407821229,0.994413407821229,0.994413407821229,179.0
0.9571428571428572,0.9852941176470589,0.9710144927536232,204.0
0.9847715736040609,0.9556650246305419,0.97,203.0
0.9813084112149533,0.9813084112149533,0.9813084112149533,0.9813084112149533
0.9825482173107485,0.9823093951934191,0.9823232328124247,749.0
0.9815297360464182,0.9813084112149533,0.9813043478260869,749.0
